filename,width,height,class,xmin,ymin,xmax,ymax
20220520_144045.jpg,360,480,botolplastik,189,375,277,449
20220520_144045.jpg,360,480,botolplastik,175,130,209,227
20220520_144045.jpg,360,480,botolplastik,118,105,178,258
20220520_144045.jpg,360,480,botolplastik,74,193,133,297
20220521_143825.jpg,360,480,botolkaca,156,171,204,281
20220521_143830.jpg,360,480,botolkaca,113,210,225,257
20220521_143831.jpg,360,480,botolkaca,117,209,226,255
20220521_143833.jpg,360,480,botolkaca,146,186,193,298
20220521_143834.jpg,360,480,botolkaca,148,183,196,295
20220521_143839.jpg,360,480,botolkaca,121,224,233,271
20220521_143848.jpg,360,480,botolkaca,64,27,101,105
20220521_143851.jpg,360,480,botolkaca,28,115,106,151
20220521_143852.jpg,360,480,botolkaca,14,83,94,118
20220521_143856.jpg,360,480,botolkaca,55,66,97,155
20220521_143857.jpg,360,480,botolkaca,43,69,85,158
20220521_143859(0).jpg,360,480,botolkaca,140,19,180,112
20220521_143859.jpg,360,480,botolkaca,142,19,180,110
20220521_143901.jpg,360,480,botolkaca,260,19,305,118
20220521_143902.jpg,360,480,botolkaca,257,26,302,122
20220521_143904.jpg,360,480,botolkaca,226,106,314,143
20220521_143905.jpg,360,480,botolkaca,257,88,349,126
20220521_143906.jpg,360,480,botolkaca,143,52,231,99
20220521_143908.jpg,360,480,botolkaca,139,60,231,102
20220521_143911.jpg,360,480,botolkaca,157,72,192,135
20220521_143912.jpg,360,480,botolkaca,151,76,188,140
20220521_143913(0).jpg,360,480,botolkaca,43,74,86,138
20220521_143913.jpg,360,480,botolkaca,34,79,77,146
20220521_143916(0).jpg,360,480,botolkaca,256,48,302,123
20220521_143916.jpg,360,480,botolkaca,257,53,307,125
20220521_143917.jpg,360,480,botolkaca,256,53,306,126
20220521_143924.jpg,360,480,botolkaca,134,339,182,461
20220521_143927(0).jpg,360,480,botolkaca,45,324,95,437
20220521_143927.jpg,360,480,botolkaca,53,329,101,445
20220521_143929.jpg,360,480,botolkaca,252,318,295,428
20220521_143930.jpg,360,480,botolkaca,245,327,291,440
20220521_143933.jpg,360,480,botolkaca,8,348,111,395
20220521_143935(0).jpg,360,480,botolkaca,141,342,234,384
20220521_143935.jpg,360,480,botolkaca,129,334,227,378
20220521_143937.jpg,360,480,botolkaca,256,351,356,390
20220521_143938.jpg,360,480,botolkaca,260,341,360,385
20220521_143943.jpg,360,480,botolkaca,209,272,299,363
20220521_143945.jpg,360,480,botolkaca,86,273,170,378
20220521_143946.jpg,360,480,botolkaca,83,275,171,380
20220521_143949.jpg,360,480,botolkaca,77,191,307,280
20220521_143950.jpg,360,480,botolkaca,77,193,304,283
20220521_143953.jpg,360,480,botolkaca,140,127,240,380
20220521_144039.jpg,360,480,botolkaca,55,48,90,125
20220521_144040.jpg,360,480,botolkaca,55,43,86,121
20220521_144041(0).jpg,360,480,botolkaca,157,65,181,137
20220521_144043.jpg,360,480,botolkaca,276,65,305,139
20220521_144046(0).jpg,360,480,botolkaca,65,210,89,264
20220521_144046.jpg,360,480,botolkaca,66,212,91,265
20220521_144048.jpg,360,480,botolkaca,172,221,193,283
20220521_144050(0).jpg,360,480,botolkaca,285,217,310,278
20220521_144052(0).jpg,360,480,botolkaca,41,345,77,402
20220521_144052.jpg,360,480,botolkaca,52,358,88,413
20220521_144054.jpg,360,480,botolkaca,173,339,197,395
20220521_144055.jpg,360,480,botolkaca,277,341,311,396
20220521_144056.jpg,360,480,botolkaca,277,341,306,397
20220521_144105(0).jpg,360,480,botolkaca,244,364,348,394
20220521_144105.jpg,360,480,botolkaca,246,365,350,392
20220521_144108.jpg,360,480,botolkaca,126,396,225,424
20220521_144112(0).jpg,360,480,botolkaca,11,362,120,393
20220521_144112.jpg,360,480,botolkaca,4,363,112,395
20220521_144114.jpg,360,480,botolkaca,166,244,262,267
20220521_144115.jpg,360,480,botolkaca,159,242,255,268
20220521_144116.jpg,360,480,botolkaca,254,227,360,255
20220521_144117.jpg,360,480,botolkaca,251,228,354,255
20220521_144120.jpg,360,480,botolkaca,9,245,107,272
20220521_144124(0).jpg,360,480,botolkaca,257,354,360,378
20220521_144124.jpg,360,480,botolkaca,258,351,360,381
20220521_144126(0).jpg,360,480,botolkaca,126,349,216,369
20220521_144126.jpg,360,480,botolkaca,121,347,214,372
20220521_144128.jpg,360,480,botolkaca,12,341,109,365
20220521_144132.jpg,360,480,botolkaca,175,36,203,142
20220521_144133.jpg,360,480,botolkaca,166,42,196,142
20220521_144137.jpg,360,480,botolkaca,166,173,195,292
20220521_144139(0).jpg,360,480,botolkaca,136,330,167,455
20220521_144144.jpg,360,480,botolkaca,29,57,130,95
20220521_144145.jpg,360,480,botolkaca,41,60,140,97
20220521_144152.jpg,360,480,botolkaca,7,220,114,252
20220521_144154.jpg,360,480,botolkaca,242,203,348,230
20220521_144155.jpg,360,480,botolkaca,229,203,327,230
20220521_144159.jpg,360,480,botolkaca,144,323,257,360
20220521_144200.jpg,360,480,botolkaca,128,326,242,359
20220521_144202.jpg,360,480,botolkaca,202,311,316,338
20220521_144203.jpg,360,480,botolkaca,176,338,284,364
20220521_144204.jpg,360,480,botolkaca,176,335,288,361
20220521_144206.jpg,360,480,botolkaca,32,271,125,343
20220521_144223.jpg,360,480,botolkaca,104,102,244,403
20220521_144223.jpg,360,480,botolplastik,131,391,230,446
20220521_144224.jpg,360,480,botolplastik,133,395,228,449
20220521_144224.jpg,360,480,botolkaca,96,107,245,404
20220521_144228.jpg,360,480,botolkaca,108,82,282,386
20220521_144228.jpg,360,480,botolplastik,151,363,250,422
20220521_144230.jpg,360,480,botolplastik,153,366,246,420
20220521_144230.jpg,360,480,botolkaca,91,81,324,378
20220521_144232.jpg,360,480,botolplastik,123,207,214,271
20220521_144234.jpg,360,480,botolkaca,27,253,360,480
20220521_144234.jpg,360,480,botolplastik,130,254,218,308
20220521_144236.jpg,360,480,botolplastik,96,246,178,307
20220521_144236.jpg,360,480,botolkaca,111,85,311,442
20220521_144341.jpg,360,480,botolkaca,181,164,211,245
20220521_144343.jpg,360,480,botolkaca,187,92,227,239
20220521_144345.jpg,360,480,botolkaca,76,23,119,181
20220521_144348.jpg,360,480,botolkaca,280,53,336,213
20220521_144350.jpg,360,480,botolkaca,217,178,256,320
20220521_144351.jpg,360,480,botolkaca,175,142,217,306
20220521_144354.jpg,360,480,botolkaca,45,158,119,312
20220521_144355.jpg,360,480,botolkaca,257,169,299,325
20220521_144356.jpg,360,480,botolkaca,263,294,303,439
20220521_144357.jpg,360,480,botolkaca,243,276,282,416
20220521_144358.jpg,360,480,botolkaca,166,282,206,424
20220521_144359.jpg,360,480,botolkaca,165,283,204,420
20220521_144400.jpg,360,480,botolkaca,43,271,95,412
20220521_144401.jpg,360,480,botolkaca,56,266,104,412
20220521_144403.jpg,360,480,botolkaca,99,230,140,365
20220521_144405.jpg,360,480,botolkaca,218,219,258,354
20220521_144408.jpg,360,480,botolkaca,203,108,241,249
20220521_144410.jpg,360,480,botolkaca,100,80,140,222
20220521_144415(0).jpg,360,480,botolkaca,67,144,301,400
20220521_144415.jpg,360,480,botolkaca,76,125,302,380
20220521_144421.jpg,360,480,botolkaca,122,34,217,440
20220521_144423.jpg,360,480,botolkaca,113,98,221,447
20220521_144425.jpg,360,480,botolkaca,124,107,217,449
20220521_144426.jpg,360,480,botolkaca,125,107,214,444
20220521_144427(0).jpg,360,480,botolkaca,45,84,325,386
20220521_144427.jpg,360,480,botolkaca,40,74,334,372
20220521_144428.jpg,360,480,botolkaca,114,133,275,452
20220521_144429.jpg,360,480,botolkaca,101,133,287,450
20220521_144533.jpg,360,480,botolkaca,173,171,227,372
20220521_144535.jpg,360,480,botolkaca,186,162,239,365
20220521_144537(0).jpg,360,480,botolkaca,105,128,177,331
20220521_144537.jpg,360,480,botolkaca,88,121,168,333
20220521_144538.jpg,360,480,botolkaca,161,336,212,480
20220521_144539.jpg,360,480,botolkaca,161,272,216,442
20220521_144540.jpg,360,480,botolkaca,166,1,237,218
20220521_144541.jpg,360,480,botolkaca,161,17,224,282
20220521_144543(0).jpg,360,480,botolkaca,241,34,331,289
20220521_144543.jpg,360,480,botolkaca,240,36,340,306
20220521_144609.jpg,360,480,botolkaca,171,42,209,186
20220521_144610.jpg,360,480,botolkaca,174,51,214,194
20220521_144612.jpg,360,480,botolkaca,251,161,287,292
20220521_144613.jpg,360,480,botolkaca,270,170,304,307
20220521_144614.jpg,360,480,botolkaca,146,162,189,301
20220521_144615.jpg,360,480,botolkaca,151,165,187,303
20220521_144616.jpg,360,480,botolkaca,62,164,104,315
20220521_144619.jpg,360,480,botolkaca,65,302,100,455
20220521_144620.jpg,360,480,botolkaca,64,327,103,480
20220521_144621.jpg,360,480,botolkaca,178,290,216,438
20220521_144622.jpg,360,480,botolkaca,178,302,217,451
20220521_144623.jpg,360,480,botolkaca,292,308,334,460
20220521_144624.jpg,360,480,botolkaca,277,306,322,454
20220521_144627.jpg,360,480,botolkaca,85,231,227,272
20220521_144628(0).jpg,360,480,botolkaca,89,110,250,150
20220521_144628.jpg,360,480,botolkaca,96,116,250,154
20220521_144630.jpg,360,480,botolkaca,92,353,241,385
20220521_144631.jpg,360,480,botolkaca,85,355,232,389
20220521_144633.jpg,360,480,botolkaca,194,271,345,319
20220521_144636(0).jpg,360,480,botolkaca,25,141,188,187
20220521_144638(0).jpg,360,480,botolkaca,21,300,171,334
20220521_144642(0).jpg,360,480,botolkaca,103,235,253,305
20220521_144642.jpg,360,480,botolkaca,102,233,255,307
20220521_144644.jpg,360,480,botolkaca,160,133,315,237
20220521_144645.jpg,360,480,botolkaca,100,312,264,365
20220521_144646.jpg,360,480,botolkaca,104,320,266,375
20220521_144650.jpg,360,480,botolkaca,158,90,265,411
20220521_144651.jpg,360,480,botolkaca,44,175,343,459
20220521_144653(0).jpg,360,480,botolkaca,7,155,331,449
20220521_144653.jpg,360,480,botolkaca,21,157,360,425
20220521_144655.jpg,360,480,botolkaca,173,84,258,480
20220521_144834.jpg,360,480,plastik,126,58,231,155
20220521_144839.jpg,360,480,plastik,241,47,352,151
20220521_144841(0).jpg,360,480,plastik,225,201,325,284
20220521_144841.jpg,360,480,plastik,217,196,315,281
20220521_144842.jpg,360,480,plastik,121,186,211,272
20220521_144843.jpg,360,480,plastik,127,200,218,278
20220521_144844.jpg,360,480,plastik,8,194,110,278
20220521_144845.jpg,360,480,plastik,4,185,106,272
20220521_144847.jpg,360,480,plastik,30,337,128,430
20220521_144848.jpg,360,480,plastik,159,333,254,422
20220521_144849.jpg,360,480,plastik,153,329,246,421
20220521_144851.jpg,360,480,plastik,256,340,360,434
20220521_144853(0).jpg,360,480,plastik,127,352,230,442
20220521_144856.jpg,360,480,plastik,232,356,346,465
20220521_144857.jpg,360,480,plastik,17,327,126,413
20220521_144858.jpg,360,480,plastik,17,329,126,421
20220521_144859(0).jpg,360,480,plastik,21,209,127,294
20220521_144900.jpg,360,480,plastik,149,222,247,304
20220521_144901.jpg,360,480,plastik,147,218,245,295
20220521_144902.jpg,360,480,plastik,227,125,335,211
20220521_144904.jpg,360,480,plastik,109,77,222,165
20220521_144905.jpg,360,480,plastik,32,88,153,177
20220521_144916.jpg,360,480,plastik,117,144,230,289
20220521_144917.jpg,360,480,plastik,117,155,222,290
20220521_144918(0).jpg,360,480,plastik,13,160,109,282
20220521_144918.jpg,360,480,plastik,11,159,109,283
20220521_144921(0).jpg,360,480,plastik,166,34,258,154
20220521_144921.jpg,360,480,plastik,152,39,246,156
20220521_144923.jpg,360,480,plastik,200,146,292,252
20220521_144925.jpg,360,480,plastik,244,299,332,423
20220521_144926(0).jpg,360,480,plastik,130,281,206,391
20220521_144926.jpg,360,480,plastik,119,277,198,385
20220521_144941(0).jpg,360,480,plastik,116,213,175,276
20220521_144941(0).jpg,360,480,botolkaca,191,126,275,377
20220521_144941.jpg,360,480,botolkaca,188,112,288,368
20220521_144941.jpg,360,480,plastik,115,210,175,270
20220521_144946.jpg,360,480,plastik,94,194,186,278
20220521_144946.jpg,360,480,botolkaca,213,138,260,240
20220521_144947.jpg,360,480,botolkaca,212,132,261,234
20220521_144947.jpg,360,480,plastik,91,191,184,273
20220521_145007.jpg,360,480,plastik,133,175,227,310
20220521_145010.jpg,360,480,plastik,121,36,235,215
20220521_145012.jpg,360,480,plastik,40,35,158,216
20220521_145013.jpg,360,480,plastik,199,81,308,242
20220521_145014.jpg,360,480,plastik,193,116,287,256
20220521_145015(0).jpg,360,480,plastik,179,247,276,401
20220521_145015.jpg,360,480,plastik,187,235,282,383
20220521_145017.jpg,360,480,plastik,83,208,237,335
20220521_145018.jpg,360,480,plastik,97,220,252,345
20220521_145019.jpg,360,480,plastik,64,129,227,266
20220521_145020(0).jpg,360,480,plastik,11,52,188,202
20220521_145020.jpg,360,480,plastik,71,138,232,271
20220521_145021(0).jpg,360,480,plastik,160,51,341,203
20220521_145021.jpg,360,480,plastik,16,43,194,195
20220521_145022.jpg,360,480,plastik,149,48,325,198
20220521_145023.jpg,360,480,plastik,180,292,342,438
20220521_145025.jpg,360,480,plastik,35,286,187,412
20220521_145026.jpg,360,480,plastik,36,279,187,409
20220521_145030(0).jpg,360,480,plastik,81,313,226,428
20220521_145030.jpg,360,480,plastik,61,263,204,380
20220521_145032.jpg,360,480,plastik,97,210,247,310
20220521_145033.jpg,360,480,plastik,76,81,244,192
20220521_145034.jpg,360,480,plastik,84,88,251,199
20220521_145035.jpg,360,480,plastik,172,61,352,189
20220521_145036.jpg,360,480,plastik,182,98,353,216
20220521_145037(0).jpg,360,480,plastik,180,289,333,401
20220521_145037.jpg,360,480,plastik,182,287,347,398
20220521_145042(0).jpg,360,480,plastik,149,189,231,301
20220521_145042.jpg,360,480,plastik,154,191,227,295
20220521_145043.jpg,360,480,plastik,105,92,184,206
20220521_145044.jpg,360,480,plastik,97,98,176,209
20220521_145045.jpg,360,480,plastik,233,115,324,234
20220521_145046.jpg,360,480,plastik,250,127,337,247
20220521_145047(0).jpg,360,480,plastik,233,265,320,385
20220521_145047.jpg,360,480,plastik,234,273,320,391
20220521_145049.jpg,360,480,plastik,81,269,159,383
20220521_145058.jpg,360,480,plastik,171,214,223,267
20220521_145059.jpg,360,480,plastik,167,208,216,261
20220521_145102.jpg,360,480,plastik,183,205,235,260
20220521_145103.jpg,360,480,plastik,234,213,290,270
20220521_145104.jpg,360,480,plastik,255,300,310,361
20220521_145210.jpg,360,480,plastik,150,120,300,388
20220521_145211(0).jpg,360,480,plastik,112,93,331,311
20220521_145215.jpg,360,480,plastik,127,158,339,381
20220521_145236.jpg,360,480,plastik,170,187,240,247
20220521_145237.jpg,360,480,plastik,156,187,226,247
20220521_145239.jpg,360,480,plastik,25,62,108,131
20220521_145241(0).jpg,360,480,plastik,263,91,343,156
20220521_145241.jpg,360,480,plastik,256,93,335,160
20220521_145244.jpg,360,480,plastik,258,290,333,354
20220521_145245(0).jpg,360,480,plastik,123,318,189,380
20220521_145245.jpg,360,480,plastik,263,302,335,371
20220521_145246(0).jpg,360,480,plastik,1,290,75,353
20220521_145246.jpg,360,480,plastik,112,318,178,384
20220521_145247.jpg,360,480,plastik,17,280,88,337
20220521_145248.jpg,360,480,plastik,88,215,152,271
20220521_145254.jpg,360,480,plastik,179,174,264,239
20220521_145256.jpg,360,480,plastik,289,232,360,309
20220521_145257.jpg,360,480,plastik,256,228,360,309
20220521_145258(0).jpg,360,480,plastik,231,345,360,447
20220521_145259.jpg,360,480,plastik,169,370,291,479
20220521_145300.jpg,360,480,plastik,138,307,245,412
20220521_145301.jpg,360,480,plastik,72,304,175,406
20220521_145319.jpg,360,480,plastik,163,217,216,267
20220521_145321(0).jpg,360,480,plastik,245,227,312,295
20220521_145321.jpg,360,480,plastik,262,224,317,282
20220521_145322.jpg,360,480,plastik,196,308,261,386
20220521_145323.jpg,360,480,plastik,213,300,281,375
20220521_145324.jpg,360,480,plastik,138,303,203,380
20220521_145325.jpg,360,480,plastik,85,321,161,403
20220521_145326.jpg,360,480,plastik,75,285,137,367
20220521_145327(0).jpg,360,480,plastik,87,237,162,297
20220521_145327.jpg,360,480,plastik,75,281,149,361
20220521_145328.jpg,360,480,plastik,55,234,127,293
20220521_145331.jpg,360,480,plastik,121,202,191,249
20220521_145332.jpg,360,480,plastik,138,175,202,222
20220521_145333.jpg,360,480,plastik,165,108,230,153
20220521_145334.jpg,360,480,plastik,164,84,237,128
20220521_145335(0).jpg,360,480,plastik,250,74,319,118
20220521_145335.jpg,360,480,plastik,200,56,270,101
20220521_145336.jpg,360,480,plastik,264,99,338,141
20220521_145337(0).jpg,360,480,plastik,283,98,358,143
20220521_145337.jpg,360,480,plastik,274,56,352,102
20220521_145339.jpg,360,480,plastik,10,65,82,118
20220521_145340.jpg,360,480,plastik,53,67,118,111
20220521_145341(0).jpg,360,480,plastik,73,150,134,193
20220521_145341.jpg,360,480,plastik,58,83,125,127
20220521_145342.jpg,360,480,plastik,61,177,122,220
20220521_145343.jpg,360,480,plastik,42,240,117,292
20220521_145344(0).jpg,360,480,plastik,87,228,161,277
20220521_145344.jpg,360,480,plastik,30,263,106,315
20220521_145345.jpg,360,480,plastik,185,228,256,276
20220521_150118.jpg,360,480,kertas,124,165,235,245
20220521_150119.jpg,360,480,kertas,129,170,237,245
20220521_150120.jpg,360,480,kertas,143,169,224,227
20220521_150121.jpg,360,480,kertas,147,171,233,232
20220521_150122.jpg,360,480,kertas,130,58,227,131
20220521_150123.jpg,360,480,kertas,149,71,242,142
20220521_150125(0).jpg,360,480,kertas,242,62,344,140
20220521_150125.jpg,360,480,kertas,265,56,360,137
20220521_150127.jpg,360,480,kertas,242,169,337,234
20220521_150128.jpg,360,480,kertas,245,215,340,278
20220521_150129.jpg,360,480,kertas,250,279,347,345
20220521_150130.jpg,360,480,kertas,251,314,348,377
20220521_150131.jpg,360,480,kertas,246,341,347,418
20220521_150133.jpg,360,480,kertas,105,315,190,376
20220521_150134.jpg,360,480,kertas,156,341,245,410
20220521_150135.jpg,360,480,kertas,62,322,146,384
20220521_150136.jpg,360,480,kertas,17,338,105,401
20220521_150141.jpg,360,480,kertas,97,90,186,156
20220521_150142.jpg,360,480,kertas,165,213,248,272
20220521_150143.jpg,360,480,kertas,93,186,181,248
20220521_150145.jpg,360,480,kertas,73,208,166,272
20220521_150147.jpg,360,480,kertas,134,164,233,260
20220521_150148.jpg,360,480,kertas,216,185,320,280
20220521_150149.jpg,360,480,kertas,175,190,271,285
20220521_150150.jpg,360,480,kertas,113,166,207,262
20220521_150151.jpg,360,480,kertas,57,177,152,272
20220521_150152.jpg,360,480,kertas,17,170,116,267
20220521_150155.jpg,360,480,kertas,50,3,158,118
20220521_150156.jpg,360,480,kertas,108,26,211,137
20220521_150159.jpg,640,480,kertas,123,110,232,211
20220521_150202.jpg,640,480,kertas,432,150,536,240
20220521_150203.jpg,640,480,kertas,442,65,550,163
20220521_150204.jpg,640,480,kertas,444,22,552,124
20220521_150205.jpg,640,480,kertas,416,216,515,299
20220521_150206.jpg,640,480,kertas,416,296,517,375
20220521_150216.jpg,640,480,kertas,257,230,342,301
20220521_150219.jpg,640,480,kertas,411,286,501,368
20220521_150220.jpg,640,480,kertas,412,250,495,324
20220521_150221.jpg,640,480,kertas,474,317,569,399
20220521_150222.jpg,640,480,kertas,422,321,513,397
20220521_150223.jpg,640,480,kertas,270,323,351,392
20220521_150223.jpg,640,480,plastik,547,145,637,302
20220521_150224.jpg,640,480,plastik,554,192,640,352
20220521_150224.jpg,640,480,kertas,270,361,349,438
20220521_150225.jpg,640,480,kertas,139,378,226,455
20220521_150225.jpg,640,480,plastik,431,232,508,376
20220521_150226.jpg,640,480,plastik,419,223,501,364
20220521_150226.jpg,640,480,kertas,130,365,215,439
20220521_150227.jpg,640,480,kertas,132,225,212,293
20220521_150227.jpg,640,480,plastik,386,55,461,187
20220521_150228.jpg,640,480,plastik,385,69,461,205
20220521_150228.jpg,640,480,kertas,132,238,214,304
20220521_150229.jpg,640,480,kertas,245,132,314,186
20220521_150231(0).jpg,640,480,kertas,144,108,218,158
20220521_150233.jpg,640,480,kertas,431,105,501,155
20220521_150234.jpg,640,480,kertas,501,120,573,175
20220521_150305(0).jpg,360,480,kertas,113,197,281,299
20220521_150305.jpg,360,480,kertas,140,196,239,328
20220521_150307.jpg,360,480,kertas,132,275,290,374
20220521_150308(0).jpg,360,480,kertas,147,221,293,362
20220521_150308.jpg,360,480,kertas,129,262,272,357
20220521_150309.jpg,360,480,kertas,150,231,298,365
20220521_150310.jpg,360,480,kertas,173,213,286,407
20220521_150312.jpg,360,480,kertas,168,74,334,269
20220521_150313(0).jpg,360,480,kertas,73,54,260,238
20220521_150314.jpg,360,480,kertas,23,70,225,245
20220521_150315(0).jpg,360,480,kertas,57,227,270,399
20220521_150315.jpg,360,480,kertas,22,114,234,298
20220521_150316(0).jpg,360,480,kertas,37,167,273,384
20220521_150317(0).jpg,360,480,kertas,78,221,263,407
20220521_150317.jpg,360,480,kertas,60,171,281,405
20220521_150318.jpg,360,480,kertas,126,261,257,415
20220521_150319.jpg,360,480,kertas,205,254,360,480
20220521_150320.jpg,360,480,kertas,201,236,360,480
20220521_150321.jpg,360,480,kertas,208,213,360,479
20220521_150322.jpg,360,480,kertas,200,177,360,462
20220521_150323.jpg,360,480,kertas,179,138,355,427
20220521_150324.jpg,360,480,kertas,132,138,324,435
20220521_150325.jpg,360,480,kertas,77,137,280,430
20220521_150328.jpg,360,480,kertas,30,130,205,257
20220521_150329.jpg,360,480,kertas,44,76,203,231
20220521_150332.jpg,360,480,kertas,176,184,228,227
20220521_150333.jpg,360,480,kertas,204,208,247,252
20220521_150334(0).jpg,360,480,kertas,218,216,272,274
20220521_150334.jpg,360,480,kertas,244,220,291,268
20220521_150337(0).jpg,360,480,kertas,178,299,252,372
20220521_150338.jpg,360,480,kertas,171,312,251,386
20220521_150339.jpg,360,480,kertas,167,279,237,341
20220521_150340.jpg,360,480,kertas,141,261,207,318
20220521_150341(0).jpg,360,480,kertas,146,198,216,264
20220521_150341.jpg,360,480,kertas,164,231,231,294
20220521_150345.jpg,360,480,kertas,124,174,189,223
20220521_150346.jpg,360,480,kertas,116,158,180,210
20220521_150347(0).jpg,360,480,kertas,72,151,134,205
20220521_150347.jpg,360,480,kertas,67,134,137,186
20220521_150348.jpg,360,480,kertas,140,246,198,291
20220521_150349.jpg,360,480,kertas,152,261,207,308
20220521_150350.jpg,360,480,kertas,151,288,205,333
20220521_150352.jpg,360,480,kertas,60,252,120,299
20220521_150354(0).jpg,360,480,kertas,204,243,259,290
20220521_150354.jpg,360,480,kertas,195,245,253,289
20220521_150356.jpg,360,480,kertas,234,287,288,339
20220521_150357.jpg,360,480,kertas,294,367,360,438
20220521_150358.jpg,360,480,kertas,199,323,256,377
20220521_150439.jpg,360,480,kertas,118,92,218,214
20220521_150439.jpg,360,480,botolplastik,109,57,170,89
20220521_150441(0).jpg,360,480,botolplastik,133,32,193,65
20220521_150441(0).jpg,360,480,kertas,165,60,260,176
20220521_150442.jpg,360,480,botolplastik,182,35,242,67
20220521_150442.jpg,360,480,kertas,226,60,329,184
20220521_150445(0).jpg,360,480,botolplastik,185,118,244,150
20220521_150445(0).jpg,360,480,kertas,209,168,307,284
20220521_150445.jpg,360,480,kertas,211,163,313,275
20220521_150445.jpg,360,480,botolplastik,190,111,244,146
20220521_150447(0).jpg,360,480,botolplastik,199,197,256,225
20220521_150447(0).jpg,360,480,kertas,223,267,320,385
20220521_150447.jpg,360,480,kertas,230,220,327,331
20220521_150447.jpg,360,480,botolplastik,204,156,258,188
20220521_150448.jpg,360,480,botolplastik,198,177,254,206
20220521_150448.jpg,360,480,kertas,219,260,324,382
20220521_150449.jpg,360,480,kertas,60,195,155,317
20220521_150449.jpg,360,480,botolplastik,76,136,137,165
20220521_150451.jpg,360,480,botolplastik,97,145,152,175
20220521_150451.jpg,360,480,kertas,87,210,177,325
20220521_150452.jpg,360,480,kertas,71,252,170,383
20220521_150452.jpg,360,480,botolplastik,77,170,138,200
20220521_150454.jpg,360,480,kertas,114,268,211,398
20220521_150454.jpg,360,480,botolplastik,108,171,170,198
20220521_150455.jpg,360,480,botolplastik,128,161,185,187
20220521_150455.jpg,360,480,kertas,123,254,231,393
20220521_150456.jpg,360,480,kertas,81,15,209,172
20220521_150456.jpg,360,480,botolplastik,91,2,147,28
20220521_150457.jpg,360,480,botolplastik,68,22,124,51
20220521_150457.jpg,360,480,kertas,48,42,169,188
20220521_150459.jpg,360,480,botolplastik,134,41,193,74
20220521_150459.jpg,360,480,kertas,120,89,237,216
20220521_150500.jpg,360,480,kertas,141,135,268,264
20220521_150500.jpg,360,480,botolplastik,171,73,227,108
20220521_150521.jpg,360,480,kertas,195,220,228,248
20220521_150522.jpg,360,480,kertas,170,218,197,254
20220521_150523(0).jpg,360,480,kertas,137,250,177,284
20220521_150523.jpg,360,480,kertas,145,246,180,286
20220521_150524.jpg,360,480,kertas,178,322,213,352
20220521_150525.jpg,360,480,kertas,162,329,203,358
20220521_150526(0).jpg,360,480,kertas,75,337,112,368
20220521_150526.jpg,360,480,kertas,138,335,172,366
20220521_150527.jpg,360,480,kertas,62,338,98,370
20220521_150528(0).jpg,360,480,kertas,200,311,226,340
20220521_150528.jpg,360,480,kertas,73,332,108,365
20220521_150529.jpg,360,480,kertas,247,322,277,348
20220521_150530.jpg,360,480,kertas,214,173,249,204
20220521_150531(0).jpg,360,480,kertas,206,97,236,133
20220521_150533(0).jpg,360,480,kertas,186,92,213,127
20220521_150533.jpg,360,480,kertas,253,90,275,125
20220521_150534.jpg,360,480,kertas,108,110,136,144
20220521_150535(0).jpg,360,480,kertas,177,197,202,228
20220521_150535.jpg,360,480,kertas,167,154,189,188
20220521_150536(0).jpg,360,480,kertas,82,149,108,184
20220521_150536.jpg,360,480,kertas,157,190,184,225
20220521_150537(0).jpg,360,480,kertas,45,76,79,116
20220521_150537(1).jpg,360,480,kertas,68,134,94,168
20220521_150537.jpg,360,480,kertas,52,125,81,163
20220521_150538.jpg,360,480,kertas,67,232,96,268
20220521_150539(0).jpg,360,480,kertas,176,320,215,352
20220521_150539.jpg,360,480,kertas,89,252,133,285
20220521_150540.jpg,360,480,kertas,209,330,244,363
20220521_150541(0).jpg,360,480,kertas,140,289,181,319
20220521_150541.jpg,360,480,kertas,254,336,297,369
20220521_150542.jpg,360,480,kertas,113,215,150,246
20220521_150543.jpg,360,480,kertas,174,173,217,204
20220521_150546.jpg,360,480,kertas,209,125,275,181
20220521_150547.jpg,360,480,kertas,189,106,253,158
20220521_150548.jpg,360,480,kertas,97,162,155,210
20220521_150549.jpg,360,480,kertas,82,217,142,264
20220521_150550.jpg,360,480,kertas,116,326,177,373
20220521_150551.jpg,360,480,kertas,208,327,262,369
20220521_150625(0).jpg,360,480,kertas,146,152,213,207
20220521_150625(0).jpg,360,480,kardus,122,210,184,272
20220521_150625.jpg,360,480,kertas,149,149,226,217
20220521_150625.jpg,360,480,kardus,134,216,193,273
20220521_150626.jpg,360,480,kertas,67,30,155,103
20220521_150627(0).jpg,360,480,kertas,48,67,134,135
20220521_150627.jpg,360,480,kertas,23,37,111,116
20220521_150628.jpg,360,480,kertas,163,62,243,135
20220521_150629.jpg,360,480,kertas,153,62,238,137
20220521_150630.jpg,360,480,kertas,266,64,346,143
20220521_150631.jpg,360,480,kertas,249,65,334,142
20220521_150632.jpg,360,480,kertas,253,188,337,259
20220521_150633(0).jpg,360,480,kertas,245,192,331,260
20220521_150636(0).jpg,360,480,kertas,251,324,338,395
20220521_150636.jpg,360,480,kertas,256,314,336,388
20220521_150637.jpg,360,480,kertas,90,251,163,316
20220521_150637.jpg,360,480,plastik,214,3,360,136
20220521_150638.jpg,360,480,plastik,245,1,360,96
